INSTNM,CONTROL,STABBR,age_entry,married,md_faminc,median_hh_inc,pct_white,md_earn_wne_p10,poverty_rate,unemp_rate,pct_born_us,better_off,LOCALE,MENONLY,WOMENONLY,DISTANCEONLY,UGDS,PCTPELL,UG25abv
Jose Maria Vargas University,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,34,0.165,0.9026
Laird Institute of Spa Therapy,3,NH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,50,0.3579,0.68
D A Dorsey Educational Center,1,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,85,0.414,0.3696
Keweenaw Bay Ojibwa Community College,1,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,0,0,105,0.7442,0.7264
Meridian Institute of Surgical Assisting,3,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,249,0.1164,0.988
Mauna Loa Helicopters,3,HI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,19,0.0,0.5789
Acaydia School of Aesthetics,3,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,13,0.3333,NA
Manhattan Institute,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,1135,0.0392,0.5198
Cosmetic Arts Institute,3,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,34,0.6883,0.4118
Holistic Massage Training Institute,3,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,18,0.5909,0.9444
Diamonds Cosmetology College,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,41,0.6588,0.5854
Tramy Beauty School,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,270,0.6049,0.7778
Scholars Cosmetology University,3,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,30,0.4667,0.6
Northern Virginia School of Therapeutic Massage,3,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,96,0.0,0.6771
Paul Mitchell the School-St Louis,3,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,225,0.373,0.2133
Advanced Training Institute,3,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,308,0.6788,0.6558
Cosmopolitan Beauty and Tech School,3,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,110,0.9167,0.9545
The Salon Professional Academy-Elgin,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,33,0.5333,0.4848
Salon 496 Barber Academy,3,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,30,0.377,0.6333
Shepherds Theological Seminary,2,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,4,0.4286,1.0
Taylor Andrews Academy of Hair Design-West Jordan,3,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,175,1.0,0.3371
Santa Ana Beauty Academy,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,43,0.6415,0.6977
Grace College of Divinity,2,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,95,0.2628,0.4455
Cosmetology College of Franklin County,3,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,25,0.7667,0.4
Rochester School of Hair Design,3,MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,35,0.4932,0.2286
Aveda Institute-New Mexico,3,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,132,0.4718,0.1667
Nashville Barber and Style Academy,3,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,59,0.8511,0.9322
American Trade School,3,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,97,0.7195,0.7938
Estelle Skin Care and Spa Institute,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,95,0.4452,0.8
Paul Mitchell the School-Honolulu,3,HI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,134,0.3333,0.3209
Elite Cosmetology School,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,90,0.5899,0.3444
Academy of Aesthetic Arts,3,KS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,29,0.0645,0.4483
American Technical Institute,3,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,6,1.0,0.3333
Twin Rivers Adult School,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,51,0.6278,0.5882
Twin Rivers Adult School - Grand Avenue Center,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twin Rivers Adult School - Arnold Avenue Center,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greater Sacramento Urban League,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-TAP,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergin University of Canine Studies,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,32,0.1739,0.4375
Aveda Institute-Boise,3,ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,67,0.4368,0.2687
Progressive Training Centers,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,6,0.2436,1.0
American Health Institute,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,68,0.56,0.4706
Pima Medical Institute-South Denver,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,211,0.695,0.4313
Real Barbers College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,116,0.7179,0.4914
Capilo School of Hair Design,3,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,176,0.4868,0.3182
Pure Aesthetics,3,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,37,0.5882,0.7568
Lindsey Institute of Cosmetology,3,KY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,71,0.4803,0.3099
The Salon Professional Academy-Iowa City,3,IA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,39,0.358,0.1282
Buckner Barber School,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,28,0.7397,0.3571
Simmons College of Kentucky,2,KY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,120,0.4688,0.75
Atelier Esthetique Institute of Esthetics,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,128,0.5254,0.7031
Ashdown College of Health Sciences,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,41,0.7111,0.4634
Advanced College of Cosmetology,3,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,51,0.3385,0.2941
North American University,2,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,350,0.4276,0.14
Entourage Institute of Beauty and Esthetics,3,KS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,51,0.4691,0.4314
United Beauty College,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,59,0.88,0.6441
Cinta Aveda Institute,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,221,0.5355,0.4796
Long Island Nail & Skin Care Institute,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,139,0.2364,0.7122
Mesivta Keser Torah,2,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,33,0.7805,NA
Southern California Health Institute,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,272,0.7236,0.7059
Best Care Training Institute,3,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,78,0.3274,0.6923
First Class Cosmetology School,3,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,66,0.9185,0.2727
Millennia Atlantic University,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,60,0.2364,0.5833
Abcott Institute,3,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,151,0.8634,0.4702
The Salon Professional Academy-Kenosha,3,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,113,0.43120000000000003,0.3274
Paul Mitchell the School-Indianapolis,3,IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,174,0.2491,0.1954
Taylor Andrews Academy-St George,3,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,120,0.5459,0.2917
Seymour Beauty Academy,3,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,28,0.6852,0.4643
Protege Academy,3,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,74,0.6569,0.3514
Colorado Academy of Veterinary Technology,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,86,0.4833,0.4783
Northeast Technical Institute,3,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,462,0.3787,0.7316
Salinas Beauty College Inc,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,66,0.7065,0.4697
Academy for Salon Professionals,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,228,0.646,0.4825
Academy for Salon Professionals,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,83,0.6056,0.5301
Elite School of Cosmetology,3,OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,34,0.9362,0.2647
Paul Mitchell the School-Las Vegas,3,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,255,0.3298,0.2902
The Salon Professional Academy-Kokomo,3,IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,68,0.6444,0.25
Hair Academy,3,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,13,0.9512,0.6154
Florida Academy,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,65,0.7842,0.7231
Institute for Doctoral Studies in the Visual Arts,2,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,NA,NA,NA
State Career College,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,86,0.4271,0.4651
Academy for Salon Professionals,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,228,0.646,0.4825
Academy for Salon Professionals,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,83,0.6056,0.5301
Paul Mitchell The School-Spokane,3,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,239,0.3744,0.3473
Lincoln College of New England-Hartford,3,CT,NA,NA,NA,NA,NA,30300,NA,NA,NA,NA,12,0,0,0,0,0.8043,NA
Lincoln College of Technology-Cleveland,3,OH,NA,NA,NA,NA,NA,16100,NA,NA,NA,NA,11,0,0,0,67,0.947,0.7342
J Renee Career Facilitation,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,110,0.3429,0.7364
National Personal Training Institute of Colorado,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,115,0.3281,0.6174
National Personal Training Institute of Colorado,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,78,0.2386,0.6282
National Personal Training Institute of Colorado,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,115,0.3281,0.6174
National Personal Training Institute of Colorado,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,78,0.2386,0.6282
International College of Beauty Arts & Sciences,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,35,0.7391,0.8857
The Salon Professional Academy-Shorewood,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,162,0.5401,0.1914
John Paul the Great Catholic University,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,140,0.2826,0.0857
ITT Technical Institute-Durham,3,NC,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,12,0,0,0,168,0.8099,0.7679
ITT Technical Institute-Hanover,3,MD,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,313,0.6963,0.7061
University of Phoenix-Jackson Campus,3,MS,NA,NA,NA,NA,NA,53400,NA,NA,NA,NA,21,0,0,0,66,0.8409,0.9394
Independence University,2,UT,NA,NA,NA,NA,NA,31700,NA,NA,NA,NA,21,0,0,0,1215,0.4273,0.7934
National American University-Tulsa,3,OK,NA,NA,NA,NA,NA,37800,NA,NA,NA,NA,11,0,0,0,251,0.8488,0.7888
National American University-Centennial,3,CO,NA,NA,NA,NA,NA,37800,NA,NA,NA,NA,21,0,0,0,139,0.7557,0.8345
National American University-Lee's Summit,3,MO,NA,NA,NA,NA,NA,37800,NA,NA,NA,NA,23,0,0,0,360,0.8274,0.8306
National American University-Colorado Springs South,3,CO,NA,NA,NA,NA,NA,37800,NA,NA,NA,NA,11,0,0,0,262,0.7626,0.8282
Globe University-Appleton,3,WI,NA,NA,NA,NA,NA,31100,NA,NA,NA,NA,22,0,0,0,261,0.6838,0.487
Salter College-Chicopee,3,MA,NA,NA,NA,NA,NA,28200,NA,NA,NA,NA,21,0,0,0,70,0.8358,0.7143
Chamberlain College of Nursing-Missouri,3,MO,NA,NA,NA,NA,NA,56300,NA,NA,NA,NA,21,0,0,0,488,0.5315,0.5123
Chamberlain College of Nursing-Texas,3,TX,NA,NA,NA,NA,NA,56300,NA,NA,NA,NA,11,0,0,0,258,0.5758,0.7016
ITT Technical Institute-Oakland,3,CA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,11,0,0,0,169,0.6794,0.6331
Continental School of Beauty Culture-Mattydale,3,NY,NA,NA,NA,NA,NA,18000,NA,NA,NA,NA,21,0,0,0,272,0.5793,0.4926
Everest College-Bedford Park,3,IL,NA,NA,NA,NA,NA,26100,NA,NA,NA,NA,21,0,0,0,705,0.8082,0.461
Fortis College-Akron,3,OH,NA,NA,NA,NA,NA,22100,NA,NA,NA,NA,12,0,0,0,144,0.7511,0.7569
Carrington College California-Pomona,3,CA,NA,NA,NA,NA,NA,29700,NA,NA,NA,NA,21,0,0,0,301,0.6829,0.289
Regency Beauty Institute-Copperwood,3,TX,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,11,0,0,0,89,0.8493,0.2921
Regency Beauty Institute-Little Rock,3,AR,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,12,0,0,0,86,0.8013,0.2326
Regency Beauty Institute-Baltimore Golden Ring,3,MD,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,21,0,0,0,68,0.7815,0.25
Regency Beauty Institute-El Paso,3,TX,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,11,0,0,0,128,0.8182,0.2891
Regency Beauty Institute-Jacksonville Regency,3,FL,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,11,0,0,0,41,0.8939,0.2927
Regency Beauty Institute-Knoxville,3,TN,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,12,0,0,0,52,0.7835,0.3077
Regency Beauty Institute-Fayetteville,3,AR,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,13,0,0,0,65,0.7524,0.3077
Regency Beauty Institute-Lansing,3,MI,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,12,0,0,0,80,0.8264,0.3125
Regency Beauty Institute-Jacksonville Orange Park,3,FL,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,21,0,0,0,37,0.8333,0.2973
Regency Beauty Institute-Crystal Lake,3,IL,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,21,0,0,0,86,0.6744,0.2209
Regency Beauty Institute-Manassas,3,VA,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,21,0,0,0,90,0.6923,0.2778
Regency Beauty Institute-Castleton,3,IN,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,11,0,0,0,75,0.872,0.4533
Regency Beauty Institute-North Nashville,3,TN,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,11,0,0,0,70,0.8083,0.3143
Regency Beauty Institute-Round Rock,3,TX,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,12,0,0,0,119,0.787,0.2857
Regency Beauty Institute-Merrillville,3,IN,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,21,0,0,0,146,0.748,0.2671
Regency Beauty Institute-Roanoke,3,VA,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,13,0,0,0,58,0.7886,0.3448
Regency Beauty Institute-Toledo,3,OH,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,21,0,0,0,83,0.8846,0.2651
Regency Beauty Institute-SW Houston,3,TX,NA,NA,NA,NA,NA,19600,NA,NA,NA,NA,11,0,0,0,89,0.8355,0.1348
Everest College-Atlanta West,3,GA,NA,NA,NA,NA,NA,29500,NA,NA,NA,NA,11,0,0,0,634,0.8202,0.5095
Broadview University-Boise,3,ID,NA,NA,NA,NA,NA,27900,NA,NA,NA,NA,21,0,0,0,136,0.8231,0.5493
Advanced Institute of Hair Design-Madison,3,WI,NA,NA,NA,NA,NA,22000,NA,NA,NA,NA,12,0,0,0,98,0.4118,0.2347
Paul Mitchell The School-Columbia,3,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,179,0.3952,0.3855
Paul Mitchell The School-Charleston,3,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,196,0.3913,0.3776
Everest College-Melrose Park,3,IL,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,21,0,0,0,545,0.757,0.4037
Kenneth Shuler School of Cosmetology-Greenville,3,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,175,0.56,0.3829
South University-Accelerated Graduate Programs,3,GA,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,13,0,0,0,NA,NA,NA
South University-The Art Institute of Fort Worth,3,TX,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,11,0,0,0,346,0.6332,0.3757
South University-Novi,3,MI,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,13,0,0,0,354,0.633,0.6667
Northwest College-Eugene,2,OR,NA,NA,NA,NA,NA,17200,NA,NA,NA,NA,12,0,0,0,224,0.3538,0.4643
Northwest College-Tualatin,2,OR,NA,NA,NA,NA,NA,17200,NA,NA,NA,NA,21,0,0,0,152,0.7217,0.3355
Harrison College-Morrisville,3,NC,NA,NA,NA,NA,NA,24700,NA,NA,NA,NA,41,0,0,0,203,0.6146,0.6256
Trend Setters' Academy of Beauty Culture-Louisville,3,KY,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,11,0,0,0,194,0.8451,0.4742
National University College-Caguas,3,PR,NA,NA,NA,NA,NA,16700,NA,NA,NA,NA,13,0,0,0,920,0.7642,0.463
Beauty Schools of America,3,FL,NA,NA,NA,NA,NA,14300,NA,NA,NA,NA,13,0,0,0,380,0.4872,0.7395
CET-Soledad,2,CA,NA,NA,NA,NA,NA,21600,NA,NA,NA,NA,32,0,0,0,97,0.4835,0.299
MarJon School of Beauty ltd-Lockport,3,NY,NA,NA,NA,NA,NA,19000,NA,NA,NA,NA,31,0,0,0,65,0.6607,0.3692
Houston Training Schools-Southwest,3,TX,NA,NA,NA,NA,NA,17000,NA,NA,NA,NA,11,0,0,0,205,0.717,0.8195
Vanguard College of Cosmetology-Metairie,3,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,123,0.5243,0.2439
New England Tractor Trailer Training School of Massachusetts,3,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,219,0.9104,0.7854
Heritage College-Columbus,3,OH,NA,NA,NA,NA,NA,24200,NA,NA,NA,NA,11,0,0,0,520,0.6795,0.4885
Utah College of Massage Therapy-Vegas,3,NV,NA,NA,NA,NA,NA,24900,NA,NA,NA,NA,12,0,0,0,453,0.6492,0.4901
Utah College of Massage Therapy-Tempe,3,AZ,NA,NA,NA,NA,NA,24900,NA,NA,NA,NA,12,0,0,0,326,0.7101,0.4908
Utah College of Massage Therapy-Phoenix,3,AZ,NA,NA,NA,NA,NA,24900,NA,NA,NA,NA,11,0,0,0,459,0.5694,0.4575
Utah College of Massage Therapy-Westminster,3,CO,NA,NA,NA,NA,NA,24900,NA,NA,NA,NA,21,0,0,0,191,0.6903,0.4136
Utah College of Massage Therapy-Aurora,3,CO,NA,NA,NA,NA,NA,24900,NA,NA,NA,NA,11,0,0,0,248,0.5699,0.5242
Sanford-Brown College-Portland,3,OR,NA,NA,NA,NA,NA,27800,NA,NA,NA,NA,11,0,0,0,50,0.5414,0.58
Tint School of Makeup and Cosmetology-Grand Prairie,3,TX,NA,NA,NA,NA,NA,15300,NA,NA,NA,NA,21,0,0,0,140,0.8265,0.5429
Dewey University-Yabucoa,2,PR,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,21,0,0,0,2,0.9241,1.0
Dewey University-Hatillo,2,PR,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,22,0,0,0,270,0.9538,0.7185
Dewey University-Manati,3,PR,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,21,0,0,0,274,0.952,0.5292
Sanford-Brown College-Skokie,3,IL,NA,NA,NA,NA,NA,34100,NA,NA,NA,NA,13,0,0,0,105,0.1715,0.6286
Baltimore School of Massage-York,3,PA,NA,NA,NA,NA,NA,28000,NA,NA,NA,NA,22,0,0,0,45,0.5285,0.6444
Allen School-Phoenix,3,AZ,NA,NA,NA,NA,NA,26900,NA,NA,NA,NA,11,0,0,0,823,0.6964,0.8092
Oklahoma Technical College,3,OK,NA,NA,NA,NA,NA,24100,NA,NA,NA,NA,11,0,0,0,182,0.7591,0.6538
Midwest Technical Institute-Moline,3,IL,NA,NA,NA,NA,NA,32700,NA,NA,NA,NA,13,0,0,0,313,0.9521,0.5719
Star Career Academy-Clifton,3,NJ,NA,NA,NA,NA,NA,31700,NA,NA,NA,NA,21,0,0,0,229,0.5456,0.4803
Unitech Training Academy-Alexandria,3,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,78,0.9054,0.4872
Unitech Training Academy-Lake Charles,3,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,92,0.861,0.4565
Aveda Institute-Los Angeles,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,175,0.475,0.3543
Career Quest Learning Center-Kalamazoo,3,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,99,0.5746,0.6263
Buchanan Beauty College,3,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,19,1.0,0.5789
WellSpring School of Allied Health-Lawrence,3,KS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,28,0.5323,0.5357
The Art Institute of Wisconsin,3,WI,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,11,0,0,0,535,0.6549,0.3402
Brown Mackie College-Birmingham,3,AL,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,21,0,0,0,954,0.7844,0.6551
Regina's College of Beauty,3,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,23,1.0,0.7391
Manuel and Theresa's School of Hair Design-Victoria,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,23,0.6563,0.5652
Coast Career Institute,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,169,0.7812,0.5503
Coast Career Institute,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,92,0.7531,0.5326
Tricoci University of Beauty Culture-Chicago NE,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,84,0.6061,0.3452
ITT Technical Institute-Bradenton,3,FL,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,66,0.7172,0.7727
ITT Technical Institute-Phoenix West,3,AZ,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,11,0,0,0,262,0.7041,0.6336
ITT Technical Institute-Brooklyn Center,3,MN,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,159,0.6825,0.7233
ITT Technical Institute-Orlando,3,FL,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,377,0.772,0.7719
ITT Technical Institute-Waco,3,TX,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,12,0,0,0,231,0.7822,0.7965
ITT Technical Institute-Myrtle Beach,3,SC,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,13,0,0,0,216,0.8,0.7269
University of Phoenix-Knoxville Campus,3,TN,NA,NA,NA,NA,NA,53400,NA,NA,NA,NA,12,0,0,0,88,0.7853,0.8182
Azusa Pacific Online University,2,CA,NA,NA,NA,NA,NA,49000,NA,NA,NA,NA,21,0,0,1,650,0.4297,0.7893
Minneapolis Media Institute,3,MN,NA,NA,NA,NA,NA,32200,NA,NA,NA,NA,21,0,0,0,147,0.4076,0.2653
College America-Phoenix,2,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,451,0.8579,0.5787
CollegeAmerica-Stevens Henager College,2,ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,95,0.8727,0.5368
Avalon School of Cosmetology-Phoenix,3,AZ,NA,NA,NA,NA,NA,17900,NA,NA,NA,NA,11,0,0,0,233,0.6796,0.382
Avalon School of Cosmetology-Layton,3,UT,NA,NA,NA,NA,NA,17900,NA,NA,NA,NA,21,0,0,0,172,0.6641,0.2558
Hair Design Institute,3,FL,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,21,0,0,0,67,0.4026,0.3582
Hair Design Institute,3,FL,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,21,0,0,0,122,0.5197,0.5984
Hair Design Institute,3,FL,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,21,0,0,0,67,0.4026,0.3582
Hair Design Institute,3,FL,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,21,0,0,0,122,0.5197,0.5984
University of Phoenix-Baton Rouge Campus,3,LA,NA,NA,NA,NA,NA,53400,NA,NA,NA,NA,12,0,0,0,470,0.7102,0.8817
University of Phoenix-Lafayette Campus,3,LA,NA,NA,NA,NA,NA,53400,NA,NA,NA,NA,12,0,0,0,85,0.75,0.8941
University of Phoenix-Shreveport-Bossier Campus,3,LA,NA,NA,NA,NA,NA,53400,NA,NA,NA,NA,13,0,0,0,131,0.729,0.9008
All-State Career School-Allied Health Campus,3,PA,NA,NA,NA,NA,NA,36800,NA,NA,NA,NA,21,0,0,0,350,0.7778,0.3771
